time,Outdoor Temp.,Diff. Solar Rad.,Direct Solar Rad.,HVAC Power,Sys Out Temp.,Heat Coil Power,Cool Coil Power,Occupancy Flag,MA Temp.,Indoor Temp. Setpoint,In Node Temp Zone 1,In Node Temp Zone 2,In Node Temp Zone 3,In Node Temp Zone 4,In Node Temp Zone 5,In Node Flow Zone 1,In Node Flow Zone 2,In Node Flow Zone 3,In Node Flow Zone 4,In Node Flow Zone 5,PPD,PPD Zone 1,PPD Zone 2,PPD Zone 3,PPD Zone 4,PPD Zone 5,PMV Zone 1,PMV Zone 2,PMV Zone 3,PMV Zone 4,PMV Zone 5,Indoor Temp.,Temp Zone 1,Temp Zone 2,Temp Zone 3,Temp Zone 4,Temp Zone 5,Lights Zone 1,Lights Zone 2,Lights Zone 3,Lights Zone 4,Lights Zone 5,Shade On Zone 1,Blind Angle Zone 1,Blind Angle Zone 4,Blind Angle Zone 2,Blind Angle Zone 3,Illum 1 Zone 1,Illum 2 Zone 1,Illum 1 Zone 3,Illum 2 Zone 3,Illum 1 Zone 2,Illum 1 Zone 4,time,SPACE1-1 Occupied,SPACE2-1 Occupied,SPACE3-1 Occupied,SPACE4-1 Occupied,SPACE5-1 Occupied
1991-01-01 02:45:00,7.2,0.0,0.0,193.22634045841752,12.000154084449566,0.0,0.0,0.0,11.78752646026499,12.8,11.999909953601687,11.999909953601687,11.999909953601687,11.999909953601687,11.999909953601687,0.1914813663723606,0.08252275304480464,0.18630619430824272,0.08252275304480465,0.3523944589480847,95.39399781442206,96.01796509314889,95.98236835497943,96.00598840616486,95.98248042442918,92.98118679338796,-2.6467994769709438,-2.644352097630745,-2.64597420985506,-2.6443597770289498,-2.4789623022511833,14.263554364067067,14.140539927576707,14.16770236369203,14.145920348983191,14.16767541466336,14.695933765420047,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-01-01 02:45:00,0.0,0.0,0.0,0.0,0.0
1991-01-01 03:00:00,7.2,0.0,0.0,192.8400703347036,11.999770159993249,0.0,0.0,0.0,11.78737205287353,12.8,11.999958208195123,11.999958208195123,11.999958208195123,11.999958208195123,11.999958208195123,0.19128131469240908,0.08243653674243748,0.18611154943045205,0.08243653674243749,0.3520262920352736,95.27636921215338,95.90358051663324,95.85803793748053,95.89003493058375,95.85813705572747,92.87205562034194,-2.6389927533386435,-2.6359301218971107,-2.638079181028967,-2.6359367598183936,-2.4740113285186536,14.279483462143668,14.157432118240221,14.186777635087859,14.163104258437627,14.186754347954242,14.703348950998384,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0
1991-01-01 03:15:00,7.325,0.0,0.0,191.9556985465028,11.999509222802889,0.0,0.0,0.0,11.787601622573728,12.8,11.999997242261772,11.999997242261772,11.999997242261772,11.999997242261772,11.999997242261772,0.19082254394395615,0.08223882024450346,0.18566517789141676,0.08223882024450348,0.351181989152204,95.16439764149605,95.796063999097,95.74114571352472,95.78103333154246,95.74123316289075,92.7625120004253,-2.6318028979292385,-2.6281835293638025,-2.6308088009184933,-2.6281892647982774,-2.4690947329408375,14.294863062646948,14.173445269724057,14.204783150691435,14.17937417906382,14.204763030799013,14.711949682956408,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-01-01 03:15:00,0.0,0.0,0.0,0.0,0.0
1991-01-01 03:30:00,7.45,0.0,0.0,183.90975992383972,11.995687947084267,0.0,0.0,0.0,11.788092158804806,12.8,11.996347784403643,11.996347784403643,11.996347784403643,11.996347784403643,11.996347784403643,0.18659956637165287,0.08041884296987277,0.18155633484809466,0.08041884296987278,0.34341019430378106,95.04948815135327,95.68501272830332,95.6226403071574,95.6687877370935,95.6227171966801,92.64828278753208,-2.624520061528245,-2.620490963002497,-2.623467800239066,-2.6204959033760624,-2.4640228805081485,14.315836327565663,14.195156511238366,14.227764513426408,14.201171393371311,14.227747178390574,14.727342041401656,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-01-01 03:30:00,0.0,0.0,0.0,0.0,0.0
1991-01-01 03:45:00,7.575,0.0,0.0,181.36585270580687,12.001395053593827,0.0,0.0,0.0,11.792403998075326,12.8,12.00068908980827,12.00068908980827,12.00068908980827,12.00068908980827,12.00068908980827,0.18277097849592805,0.07876883588164062,0.17783122232036241,0.07876883588164063,0.33636421808916805,94.91804820040326,95.55870272026988,95.49096995891081,95.541759836144,95.49103756447799,92.50777092221371,-2.616405026010275,-2.6121241307956184,-2.6153296508499344,-2.6121283796925847,-2.457858790436872,14.34145149072726,14.221650455341264,14.254738885906596,14.227647215494377,14.254723976028751,14.74849692086532,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-01-01 03:45:00,0.0,0.0,0.0,0.0,0.0
1991-01-01 04:00:00,7.7,0.0,0.0,181.36585270580687,12.005151689141888,0.0,0.0,0.0,11.79100875314501,12.8,12.004316028188546,12.004316028188546,12.004316028188546,12.004316028188546,12.004316028188546,0.17835679673677032,0.07686645531006331,0.17353634277091165,0.07686645531006332,0.32824053889162175,94.76682833606648,95.4145263440536,95.34283351453907,95.39662241730011,95.34289280238214,92.33726660205747,-2.607349810974973,-2.602925657473594,-2.606240176817902,-2.6029292951637255,-2.450485818620826,14.37110887205132,14.252009515654908,14.285361316719527,14.258111957666994,14.28534855292238,14.774713017292788,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0
1991-01-01 04:15:00,7.7,0.0,0.0,181.36585270580687,12.0058917235311,0.0,0.0,0.0,11.785856892294603,12.8,12.00490636302647,12.00490636302647,12.00490636302647,12.00490636302647,12.00490636302647,0.1735654382078908,0.07480152280974396,0.16887448041848832,0.07480152280974398,0.3194227190253932,94.60162690339017,95.25750279566898,95.18343649158048,95.23926218805968,95.18348842167921,92.14444461996247,-2.5977252775381454,-2.5932672632087588,-2.5966226304311752,-2.593270371040867,-2.442283243882895,14.403232249456327,14.284802594429305,14.318018840165218,14.290801941943036,14.318007930796266,14.804529939947797,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-01-01 04:15:00,0.0,0.0,0.0,0.0,0.0
1991-01-01 04:30:00,7.7,0.0,0.0,181.36585270580687,12.00171667864689,0.0,0.0,0.0,11.779965022904213,12.8,12.000615485142905,12.000615485142905,12.000615485142905,12.000615485142905,12.000615485142905,0.1722088806142983,0.07421688698116212,0.16755458654364155,0.07421688698116213,0.3169261660276653,94.43281241140288,95.10084792842838,95.02236554831859,95.08219398481594,95.02241099219212,91.93624360325936,-2.588355635683775,-2.5837444740337987,-2.587254735796998,-2.5837471285009803,-2.4335806736041348,14.429728986820223,14.311348915171735,14.34517040861091,14.317356040105002,14.345161087651856,14.82960848256161,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-01-01 04:30:00,0.0,0.0,0.0,0.0,0.0
1991-01-01 04:45:00,7.7,0.0,0.0,181.36585270580687,12.001432949222107,0.0,0.0,0.0,11.77824822148403,12.8,12.000168395811414,12.000168395811414,12.000168395811414,12.000168395811414,12.000168395811414,0.17109141975484288,0.07373529470777741,0.1664673273290363,0.07373529470777743,0.3148696368602387,94.28303596830536,94.9621922660239,94.87919878532182,94.9427921922022,94.87923845937605,91.75175813860281,-2.580245166731283,-2.575468826940815,-2.579123531186338,-2.5754710965914254,-2.425997209820066,14.451380112917755,14.332874538990295,14.367675890963962,14.339008217040211,14.367667915249807,14.849674002344498,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-01-01 04:45:00,0.0,0.0,0.0,0.0,0.0
1991-01-01 05:00:00,7.7,0.0,0.0,181.36585270580687,12.001606610914967,0.0,0.0,0.0,11.77681516894612,12.8,12.000138748111288,12.000138748111288,12.000138748111288,12.000138748111288,12.000138748111288,0.1698578486081546,0.07320366236657407,0.16526709594306932,0.07320366236657408,0.3125994230788839,94.15370020716166,94.84387725502523,94.7536181949351,94.82339851888202,94.75365279732874,91.59395426963724,-2.5734532691724774,-2.5683483609878666,-2.572289319245982,-2.568350305682249,-2.419601891024295,14.47052194889578,14.351740153981513,14.387809048132647,14.358041261141407,14.387802204984023,14.867217076239296,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0
