time,Outdoor Temp.,Diff. Solar Rad.,Direct Solar Rad.,HVAC Power,Sys Out Temp.,Heat Coil Power,Cool Coil Power,Occupancy Flag,MA Temp.,Indoor Temp. Setpoint,In Node Temp Zone 1,In Node Temp Zone 2,In Node Temp Zone 3,In Node Temp Zone 4,In Node Temp Zone 5,In Node Flow Zone 1,In Node Flow Zone 2,In Node Flow Zone 3,In Node Flow Zone 4,In Node Flow Zone 5,PPD,PPD Zone 1,PPD Zone 2,PPD Zone 3,PPD Zone 4,PPD Zone 5,PMV Zone 1,PMV Zone 2,PMV Zone 3,PMV Zone 4,PMV Zone 5,Indoor Temp.,Temp Zone 1,Temp Zone 2,Temp Zone 3,Temp Zone 4,Temp Zone 5,Lights Zone 1,Lights Zone 2,Lights Zone 3,Lights Zone 4,Lights Zone 5,Shade On Zone 1,Blind Angle Zone 1,Blind Angle Zone 4,Blind Angle Zone 2,Blind Angle Zone 3,Illum 1 Zone 1,Illum 2 Zone 1,Illum 1 Zone 3,Illum 2 Zone 3,Illum 1 Zone 2,Illum 1 Zone 4,time
1991-07-01 02:45:00,16.525,0.0,0.0,962.2632985378316,12.001125163822497,0.0,780.8974458320246,0.0,16.650000000000006,12.8,12.001125163822497,12.001125163822497,12.001125163822497,12.001125163822497,12.001125163822497,0.07074163429499855,0.05734381240302833,0.07592669263185636,0.061466757909810134,0.10670626659954362,44.93417886210487,42.780172345041535,48.47034038551098,44.212168952419766,49.261290607724234,39.94692201982788,-1.348346935062488,-1.455138456456746,-1.3755296335738336,-1.4697746899821449,-1.293741588415274,18.33398509743602,18.559419823688895,17.98980320379872,18.434001341092255,17.91012409623016,18.77657702237008,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-07-01 02:45:00
1991-07-01 03:00:00,16.4,0.0,0.0,940.935937409404,12.001066819070793,0.0,759.5700847035971,0.0,16.525,12.8,12.001066819070793,12.001066819070793,12.001066819070793,12.001066819070793,12.001066819070793,0.07074163429499855,0.05734381240302833,0.07592669263185636,0.061466757909810134,0.10670626659954362,45.78278109291456,43.633262073828305,49.394740404767006,45.07000121561722,50.212081698780864,40.603820071579406,-1.364570316460171,-1.472240662174723,-1.3917009876478141,-1.4873246754225427,-1.3065109566242865,18.274923019247776,18.496176252992303,17.930885909426394,18.371619905614942,17.850730079790996,18.725202948414246,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-07-01 03:00:00
1991-07-01 03:15:00,16.299999999999997,0.0,0.0,919.8339087407244,12.001010172070867,0.0,738.4680560349176,0.0,16.4,12.8,12.001010172070867,12.001010172070867,12.001010172070867,12.001010172070867,12.001010172070867,0.07074163429499855,0.05734381240302833,0.07592669263185636,0.061466757909810134,0.10670626659954362,46.69305277884192,44.53506879895326,50.399830272740374,45.98110311239395,51.242416141761744,41.30684556836027,-1.3816260101508633,-1.4907852636656558,-1.4087948425716847,-1.5062989359318437,-1.3201008926733693,18.218596198813483,18.435860618873825,17.87478391979732,18.312109161605566,17.79435462573759,18.675872668053113,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-07-01 03:15:00
1991-07-01 03:30:00,16.2,0.0,0.0,913.0597552890033,12.000666969280699,0.0,731.6939025831964,0.0,16.300000000000004,12.8,12.000666969280699,12.000666969280699,12.000666969280699,12.000666969280699,12.000666969280699,0.07074163429499855,0.05734381240302833,0.07592669263185636,0.061466757909810134,0.10670626659954362,47.630751186085625,45.460685701423884,51.43548460250341,46.91809442971088,52.299133269567605,42.04035792722239,-1.399040710493844,-1.5098502589949743,-1.426295865061437,-1.5257237027311294,-1.3342014052759592,18.16542857606984,18.378993839253095,17.82194793503113,18.25599751881238,17.741401516731766,18.628802070520837,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-07-01 03:30:00
1991-07-01 03:45:00,16.1,0.0,0.0,905.9974706299913,12.000705113059043,0.0,724.6316179241845,0.0,16.199999999999996,12.8,12.000705113059043,12.000705113059043,12.000705113059043,12.000705113059043,12.000705113059043,0.07074163429499855,0.05734381240302833,0.07592669263185636,0.061466757909810134,0.10670626659954362,48.46050894337388,46.30835095046691,52.314163229953564,47.77076566426381,53.18399824197053,42.72526663021462,-1.4149157151637803,-1.5259997892620372,-1.442160671000234,-1.5419711496724509,-1.3472996262935695,18.114723224023564,18.324873533067738,17.7716204371817,18.202599182764413,17.691071579522035,18.583451387581928,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-07-01 03:45:00
1991-07-01 04:00:00,16.0,0.0,0.0,898.6983184616381,12.000742127034258,0.0,717.3324657558313,0.0,16.100000000000016,12.8,12.000742127034258,12.000742127034258,12.000742127034258,12.000742127034258,12.000742127034258,0.07074163429499855,0.05734381240302833,0.07592669263185636,0.061466757909810134,0.10670626659954362,49.11957965945493,47.02154882695493,52.962689391071834,48.47969460501932,53.82443265946904,43.3095328147595,-1.4282236979271883,-1.5379086949111413,-1.455311770457681,-1.5537246453291018,-1.3584245253506972,18.06640895646339,18.273327904390797,17.723703210427676,18.151746629952036,17.64323436404211,18.54003267350434,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-07-01 04:00:00
1991-07-01 04:15:00,15.75,0.0,0.0,891.3077939365315,11.999790876085896,0.0,709.9419412307246,0.0,16.000000000000004,12.8,11.999790876085896,11.999790876085896,11.999790876085896,11.999790876085896,11.999790876085896,0.07074163429499855,0.05734381240302833,0.07592669263185636,0.061466757909810134,0.10670626659954362,49.627292193130565,47.60581221954139,53.41900095471321,49.0522762082452,54.26534168387283,43.79402989928015,-1.439095752862456,-1.5462843847189907,-1.4659104515632706,-1.5618152281297562,-1.367617722631915,18.01989086153388,18.22375089515272,17.677544282659778,18.10283505584533,17.59721300923591,18.49811106477566,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-07-01 04:15:00
1991-07-01 04:30:00,15.5,0.0,0.0,853.7093341307236,12.000996672841433,0.0,672.3434814249168,0.0,15.749999999999988,12.8,12.000996672841433,12.000996672841433,12.000996672841433,12.000996672841433,12.000996672841433,0.07074163429499855,0.05734381240302833,0.07592669263185636,0.061466757909810134,0.10670626659954362,50.04546312837768,48.12143909597491,53.76858945652346,49.54650383977734,54.598463427500945,44.19231982211177,-1.4486700640188477,-1.5526998977414168,-1.4750439151972565,-1.5679279834722615,-1.3751545035987802,17.972265681384933,18.171740750639614,17.63026119548416,18.052055975727882,17.550148364615875,18.457122120457143,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-07-01 04:30:00
1991-07-01 04:45:00,15.25,0.0,0.0,816.1324088599148,12.00093362929818,0.0,634.7665561541078,0.0,15.5,12.8,12.00093362929818,12.00093362929818,12.00093362929818,12.00093362929818,12.00093362929818,0.07074163429499855,0.05734381240302833,0.07592669263185636,0.061466757909810134,0.10670626659954362,50.50568135077772,48.66991051324241,54.18981187720313,50.07061490265134,55.01197088537075,44.586098575420934,-1.4588348990108904,-1.5604292887180518,-1.4847161488439142,-1.575516536083614,-1.3825884153990207,17.923605671199024,18.11760181081739,17.58200839775659,17.999624487968603,17.50219339387554,18.416600265577003,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-07-01 04:45:00
1991-07-01 05:00:00,15.0,0.0,0.0,778.3657339166421,12.00087093496552,0.0,596.9998812108353,0.0,15.25,12.8,12.00087093496552,12.00087093496552,12.00087093496552,12.00087093496552,12.00087093496552,0.07074163429499855,0.05734381240302833,0.07592669263185636,0.061466757909810134,0.10670626659954362,51.06875905801258,49.30347847208877,54.755255575266304,50.68044585468073,55.578850438809475,45.02576494921763,-1.4705543670634913,-1.5708052503617687,-1.4959548873932433,-1.5859223757724685,-1.390868964503263,17.874171857574584,18.06221216989926,17.533035191012946,17.94619172926725,17.453592275420647,18.375827922272805,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-07-01 05:00:00
1991-07-01 05:15:00,15.25,0.0,0.0,740.3920555780005,12.000809095727185,0.0,559.0262028721936,0.0,14.999999999999998,12.8,12.000809095727185,12.000809095727185,12.000809095727185,12.000809095727185,12.000809095727185,0.07074163429499855,0.05734381240302833,0.07592669263185636,0.061466757909810134,0.10670626659954362,51.72139150908428,50.013507630434134,55.43995427788837,51.36864882987828,56.269268487067734,45.51557832015286,-1.4836628868088912,-1.5833723728570641,-1.508621004989355,-1.5986027673163374,-1.4000707670565342,17.824566323374174,18.0064195917184,17.483922077691613,17.892477671629273,17.40491491554706,18.335097360284518,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-07-01 05:15:00
1991-07-01 05:30:00,15.5,0.0,0.0,778.2767510552753,12.000752146495909,0.0,596.9108983494684,0.0,15.249999999999991,12.8,12.000752146495909,12.000752146495909,12.000752146495909,12.000752146495909,12.000752146495909,0.07074163429499855,0.05734381240302833,0.07592669263185636,0.061466757909810134,0.10670626659954362,52.335053677412645,50.6397049386444,56.096815665631475,51.98712125961225,56.931810728426925,46.0198157947482,-1.495204532926786,-1.5954345710389914,-1.5199912192558631,-1.610781469453777,-1.409519427294346,17.78527867713612,17.964944490994444,17.44544986309945,17.8517359402799,17.36686104535537,18.297402045951433,79.2,34.2,79.2,34.2,148.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-07-01 05:30:00
